Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2024-07-01,215.28778076171875,216.0426482623776,210.4903626519942,210.65921399467373,60402900
2024-07-02,218.78404235839844,218.89330089441245,213.6489214774443,214.69182595520752,58046200
2024-07-03,220.05540466308594,220.05540466308594,217.55240059045883,218.5158580863075,37369800
2024-07-05,224.81309509277344,224.9223536333555,220.15473164881905,220.15473164881905,60412400
2024-07-08,226.28311157226562,226.31290797690275,221.7439339584199,225.55802531049062,59085900
2024-07-09,227.13729858398438,227.85244261706796,224.84288445944628,226.39235814584333,48076100
2024-07-10,231.40830993652344,231.50764139768867,227.703476804027,227.75314253460962,62627700
2024-07-11,226.0347900390625,230.82226580227746,224.2469300453064,229.82901193417422,64710600
2024-07-12,228.9847412109375,231.07058040656065,227.13728840093884,227.37567478656334,53046500
2024-07-15,232.81871032714844,235.62962070976812,231.5175501306247,234.88468027763452,62631300
2024-07-16,233.2358856201172,234.67610072880163,230.76267797901863,233.41466404542834,43234300
2024-07-17,227.33595275878906,229.8985495862513,225.11105861290636,227.90209958898402,57345900
2024-07-18,222.6676483154297,228.88542732552744,220.7705449165008,228.7265030667722,66034600
2024-07-19,222.79678344726562,225.2699911539264,221.77373312637206,223.30335264411235,49151500
2024-07-22,222.44915771484375,226.24337986146955,221.58501648633228,225.47857008869346,48201800
2024-07-23,223.49205017089844,225.40903804109774,221.17776681088287,222.8563682936816,39960300
2024-07-24,217.06568908691406,223.28346786979841,215.66521268088363,222.48886176091068,61777600
2024-07-25,216.0227813720703,219.36011485373604,213.17213256832727,217.45305415919788,51391200
2024-07-26,216.4896240234375,218.0093012590926,214.55276681781487,217.22462220056258,41601300
2024-07-29,216.76776123046875,217.82060805920165,214.29455328225117,215.4963973064305,36311800
2024-07-30,217.32394409179688,218.84362126060284,214.66201590891492,217.71131248471113,41643800
2024-07-31,220.58181762695312,222.31008478832948,219.14160257039833,219.94613576688096,50036300
2024-08-01,216.88693237304688,222.96564167600837,215.55597572208578,222.8563831356547,62501000
2024-08-02,218.3767852783203,224.07806765618477,216.24129562954897,217.6715683981697,105568600
2024-08-05,207.85824584960938,212.0597055615941,194.6777624827749,197.74691336614487,119548600
2024-08-06,205.8319854736328,208.5733757245506,199.7135534430835,203.91501287026546,69660500
2024-08-07,208.404541015625,212.19876304064402,204.99767225034321,205.5042262843129,63516400
2024-08-08,211.87098693847656,212.7549823030523,207.42121371107248,211.67233918968967,47161100
2024-08-09,214.78125,215.31760049038544,210.54005118457778,210.66917905420067,42201600
2024-08-12,216.31260681152344,218.28152162650582,214.39341520959198,214.86078610016068,38028100
2024-08-13,220.03167724609375,220.64820259017597,217.7843155173404,217.7843155173404,44155300
2024-08-14,220.47915649414062,221.7818227179272,218.4704570730026,219.33559848009435,41960600
2024-08-15,223.46237182617188,224.08885093177264,221.51333414952188,223.3430482530648,46414000
2024-08-16,224.78492736816406,225.56056092969672,222.39834972442236,222.66684293368954,44340200
2024-08-19,224.6258087158203,224.7252551363764,221.79175263729985,224.45676193958974,40687800
2024-08-20,225.24234008789062,225.89865006504533,224.18827476461456,224.50649118022673,30299000
2024-08-21,225.13296508789062,226.70412456960102,223.7905293550798,225.25230383574092,34765500
2024-08-22,223.27342224121094,227.06209724349452,222.64694316501192,226.51517227009805,43695300
2024-08-23,225.57049560546875,226.9427773475752,223.07454817990703,224.39710671028325,38677300
2024-08-26,225.90859985351562,226.00804628168004,222.6370187250734,225.49095216733542,30602200
2024-08-27,226.75384521484375,227.5692634267734,223.63141860700006,224.73520717839608,35934600
2024-08-28,225.22247314453125,228.57360836626125,224.41699349604747,226.64446298605537,38052200
2024-08-29,228.50399780273438,231.61648594304322,227.5991020536236,228.8122756660522,51906300
2024-08-30,227.71841430664062,229.11057321557684,226.2069166530855,228.90175696593346,52990800
2024-09-03,221.52330017089844,227.7184305167556,219.93224829880322,227.2709519194148,50190600
2024-09-04,219.61402893066406,220.53881694406624,216.2628786668988,220.41949337418052,43840200
2024-09-05,221.13546752929688,224.2181094473344,220.28027986462445,220.38966486266608,36615400
2024-09-06,219.58419799804688,223.97945984429646,218.54007124155592,222.69667077468378,48423000
2024-09-09,219.67369079589844,220.03167667908036,215.49719894103853,219.58419811845144,67180000
2024-09-10,218.878173828125,220.2405018848782,215.517084853391,217.69483113354613,51591000
2024-09-11,221.41390991210938,221.84149617822106,216.6706004766808,220.22062862304543,44587100
2024-09-12,221.52330017089844,222.29893378586118,218.58981250678085,221.2548069431359,37455600
2024-09-13,221.25479125976562,222.78616606005667,220.66809680320824,222.32874892129448,36766600
2024-09-16,215.10939025878906,216.00434741371936,212.72281255665072,215.32814508742544,59357400
2024-09-17,215.57672119140625,215.68610617984226,213.29954392555678,214.54254826078727,45519300
2024-09-18,219.45494079589844,221.46364038861367,216.32256023932743,216.33251398665766,59894900
2024-09-19,227.58914184570312,228.53383738270648,223.37288038958053,223.7308662842885,66781300
2024-09-20,226.9228973388672,231.7855303113645,226.34614143297367,228.6829959505254,318679900
2024-09-23,225.2025909423828,228.16590950652684,224.54628090601008,226.06771724362264,54146000
2024-09-24,226.0975341796875,228.06646416724695,224.4667129366972,227.37036953161189,43556100
2024-09-25,225.10311889648438,226.01796830972677,222.76627973963284,223.6711754067507,42308700
2024-09-26,226.24668884277344,227.2212000254045,224.1484968482946,226.02791885863684,36636700
2024-09-27,226.51516723632812,228.2354962210898,226.02791923090672,227.18143093581907,34026000
2024-09-30,231.69602966308594,231.69602966308594,228.3647716650959,228.75258844686658,54541900
2024-10-01,224.94403076171875,228.36476618305377,222.4878528116685,228.2355040411627,63285000
2024-10-02,225.51083374023438,226.09752818761766,221.771881889721,224.62581519597003,32880600
2024-10-03,224.40704345703125,225.5406628776434,222.0702042586661,223.88001079844628,34044200
2024-10-04,225.5307159423828,226.72399710298305,222.87566042869454,226.6245506840192,37245100
2024-10-07,220.4493408203125,224.42695529805295,220.09135491038006,223.24361256318196,39505400
2024-10-08,224.50650024414062,224.71531649859696,222.00059897690352,223.0447257693685,31855700
2024-10-09,228.25538635253906,228.46421777631028,223.57175408478048,223.96950943919006,33591100
2024-10-10,227.7581787109375,228.21561101279016,225.89864895817115,226.50523572074002,28183500
2024-10-11,226.27655029296875,228.1261416619367,226.06771885321956,228.01675665509578,31759200
2024-10-14,230.0055694580078,230.43315574832752,227.320682612259,227.42011387416335,39882100
2024-10-15,232.54127502441406,236.16090332060597,231.0695468532438,232.30261271123658,64751400
2024-10-16,230.48284912109375,230.8209426799016,228.55370384388218,230.30386376880503,34082200
2024-10-17,230.8507843017578,232.5412825211578,229.22991678936268,232.12361966628396,32993800
2024-10-18,233.68482971191406,234.8582185948981,232.7003647541102,234.8582185948981,46431500
2024-10-21,235.15652465820312,235.52446425425407,233.1378868595546,233.1378868595546,36254500
2024-10-22,234.5400390625,234.89802497361626,231.29828871484364,232.5810627118631,38846600
2024-10-23,229.4685516357422,233.8240439244486,226.48534106504323,232.76997861721128,52287000
2024-10-24,229.27964782714844,229.52824872985036,227.13173238618916,228.69293816499177,31109500
2024-10-25,230.1149444580078,231.91481257552053,228.2852454458818,228.4542922398222,38802300
2024-10-28,232.0937957763672,233.4163543943246,231.24856181455635,232.0142568404043,36087100
2024-10-29,232.36228942871094,233.01859945208068,231.01985366097637,231.7954872619061,35417200
2024-10-30,228.81227111816406,232.1634063461827,228.2653461113998,231.30821865562254,47070900
2024-10-31,224.6457061767578,228.5437662121666,224.10871977089283,228.05650301771783,64370100
2024-11-01,221.66249084472656,224.08883784550613,219.03726617591775,219.7333456007168,65276700
2024-11-04,220.7675323486328,221.5431659237015,218.48041626355018,219.7532516264011,44944500
2024-11-05,222.19949340820312,222.69669523510598,219.90242339565526,220.55873344878196,28111300
2024-11-06,221.4735565185547,224.80481443000403,219.95212032394844,221.36417152277414,54561100
2024-11-07,226.20692443847656,226.6046949785728,223.31322152292373,223.37288331058951,42137700
2024-11-08,225.93814086914062,227.63048374280507,225.39061415381417,226.1471868576639,38328800
2024-11-11,223.22042846679688,224.68381119249955,220.50272420052974,223.98696589218596,42005600
2024-11-12,223.22042846679688,224.5743058460154,222.354350392842,223.53899499841924,40398300
2024-11-13,224.1063995361328,225.62950954483912,221.75702475308145,223.00139666804327,48566200
2024-11-14,227.1924591064453,227.83952645793332,223.98695568104733,224.00686988588794,44923900
2024-11-15,223.98696899414062,225.89832264008,223.26025997018442,225.38065961406878,47923700
2024-11-18,226.9933624267578,228.70561947942855,224.1561882479486,224.23582987715278,44633700
2024-11-19,227.252197265625,229.123737666772,225.63949596937007,225.95804731142948,36211800
2024-11-20,227.9689483642578,228.89475383274825,224.8729502483013,227.0331781982001,35169600
2024-11-21,227.49111938476562,229.1237348668511,224.69377351516385,227.8494991340082,42108300
2024-11-22,228.8350372314453,229.6812162999479,227.03318893672346,227.03318893672346,38168300
2024-11-25,231.82151794433594,232.19981188776785,228.70562083004268,230.41787789282506,90152800
2024-11-26,234.00167846679688,234.50939199708804,232.2794717613211,232.2794717613211,45986200
2024-11-27,233.8722381591797,234.6288260383393,232.75728573526553,233.41431778082386,33498400
2024-11-29,236.26144409179688,236.73927868022366,232.91657159263394,233.75278591990275,28481400
2024-12-02,238.51124572753906,239.70583970629121,236.0921940598225,236.20169939396317,48137100
2024-12-03,241.5574951171875,241.66700046466846,237.82437898500294,238.73028547870095,38861000
2024-12-04,241.91587829589844,243.01093178619982,240.16380790150487,241.7765092325954,44383900
2024-12-05,241.9457244873047,243.43897085315564,241.0398332364883,242.891459337747,40033900
2024-12-06,241.7466278076172,243.52857697582414,240.99005511798387,241.81631992920728,36870600
2024-12-09,245.63902282714844,246.1268220997756,240.66153502923254,240.74117665680967,44649200
2024-12-10,246.65444946289062,247.09247084593116,244.23538234840328,245.77840669680953,36914800
2024-12-11,245.38021850585938,249.67081089954078,245.15124311202538,246.84360125039836,45205800
2024-12-12,246.8435821533203,247.62006903646127,244.57383373711528,245.77839247075497,32777500
2024-12-13,247.0128173828125,248.16758302178013,245.13132757947596,246.70421556592945,33155300
2024-12-16,249.9097137451172,250.2481944775453,246.53497744922532,246.87345818165343,51694800
2024-12-17,252.33872985839844,252.68716009783537,248.655391740455,248.95404406138837,51356400
2024-12-18,246.9331817626953,253.13512753347695,246.62457993830327,251.02467749046986,56774100
2024-12-19,248.66534423828125,250.86540066585474,245.97750369773615,246.3856613682502,60882300
2024-12-20,253.3441925048828,253.8518908180873,244.58381048961357,246.92322076153135,147495300
2024-12-23,254.1206817626953,254.49896052911285,252.30886880268173,253.62293295259332,40858800
2024-12-24,257.0375061035156,257.04744042152294,254.14058909817473,254.3397007808045,23234700
2024-12-26,257.853759765625,258.9289141129315,256.47003399402934,257.0275101814573,27237100
2024-12-27,254.439208984375,257.5352220874343,251.9206014592013,256.6691137206059,42355300
2024-12-30,251.0644989013672,252.3586488565982,249.62103037787767,251.0943626150189,35557500
2024-12-31,249.29251098632812,252.1396347735265,248.30696287880588,251.30342042234355,39480700
2025-01-02,242.75209045410156,247.97845273823052,240.73123158611202,247.80920478270548,55740700
2025-01-03,242.26431274414062,243.080612931882,240.80092995907523,242.26431274414062,40244100
2025-01-06,243.89691162109375,246.21642284830082,242.10501290585998,243.2100158477468,45045600
2025-01-07,241.11949157714844,244.44445006993732,240.2633629937866,241.8860138278822,40856000
2025-01-08,241.60728454589844,242.6127469270518,238.9692217628596,240.83079756862327,37628900
2025-01-10,235.78363037109375,239.07872524452853,231.95095824677452,238.9293914792433,61710900
2025-01-13,233.3446502685547,233.61343889555542,228.68572841435088,232.47857214721685,49630700
2025-01-14,232.22967529296875,235.05688478727922,231.4233246799516,233.69305795736565,39435300
2025-01-15,236.79901123046875,237.88411516800545,233.3744970274307,233.5835582088168,39832000
2025-01-16,227.23228454589844,236.9383864807084,227.0033243432251,236.28136958651152,71759100
2025-01-17,228.94451904296875,231.2441159203825,227.45127273918456,231.0748831620974,68488300
2025-01-21,221.6375732421875,223.40955766052627,218.39225670760806,222.9914505136237,98070400
2025-01-22,222.82223510742188,223.1109227348787,218.80041619812283,218.80041619812283,64126500
2025-01-23,222.6529998779297,226.00782197454978,221.29912251598503,223.72813912330528,60234800
2025-01-24,221.77694702148438,224.614121166801,220.4131202139208,223.76794215782238,54697900
2025-01-27,228.82508850097656,231.10477141655377,222.9715575076631,223.01138591977585,94863400
2025-01-28,237.187255859375,239.1085741517517,229.77080167884077,229.81063008981926,75707600
2025-01-29,238.28231811523438,238.78006694024197,232.95639961161774,233.06590496072297,45486100
2025-01-30,236.52027893066406,239.7058683175974,236.14200015946125,237.59541819689565,55658300
2025-01-31,234.93743896484375,246.07705979363328,232.38896748106293,246.07705979363328,100959800
2025-02-03,226.98341369628906,230.78622201033428,224.68381655532258,228.9545099800506,73063300
2025-02-04,231.75184631347656,232.08036234711574,225.62952690670866,226.2268315478868,45067300
2025-02-05,231.42333984375,231.62243633567465,227.24225275297744,227.50107667347064,39620300
2025-02-06,232.16995239257812,232.74734282564026,229.39250557129796,230.24863411824003,29925300
2025-02-07,226.60513305664062,232.946448173879,226.236788599926,231.55275755143822,39707200
2025-02-10,226.8741912841797,229.80417456619486,226.42572786906877,228.7876615470872,33115600
2025-02-11,231.8272705078125,234.42837673351212,227.3525813044295,227.42233485023965,53718400
2025-02-12,236.06277465820312,236.15247950770552,229.89386689621963,230.41209906543347,45243300
2025-02-13,240.7069091796875,241.5141464162941,234.76722827404518,236.10265815205582,53614100
2025-02-14,243.7664337158203,244.71319316935814,240.1687356269457,240.4278440984732,40896200
2025-02-18,243.6368865966797,244.34445851454996,241.01584434943877,243.31796980618805,48822500
2025-02-19,244.03550720214844,245.17162160901916,242.33134319523683,243.8262313730556,32204200
2025-02-20,244.99224853515625,245.93900803040836,243.45748811790233,244.10528213544586,32316900
2025-02-21,244.71319580078125,247.84249441981407,244.38431857946645,245.11182656230832,53197400
2025-02-24,246.25791931152344,248.01191597096326,243.58704451830639,244.0953010258401,51326400
2025-02-25,246.1981201171875,249.14803959700342,244.0753891604379,247.15485528022737,48013300
2025-02-26,239.54087829589844,244.14512894194456,238.31507426807877,243.49735015822236,44433600
2025-02-27,236.49131774902344,241.6337368385667,236.25213016109495,238.5941277716784,41153600
2025-02-28,241.01583862304688,241.26498665715278,229.41550676334808,236.14250368420718,56833400
2025-03-03,237.21881103515625,243.1983635012748,235.3053560708129,240.96599177281342,47184000
2025-03-04,235.1259765625,239.25188262538288,233.88023638606123,236.89992456399492,53798100
2025-03-05,234.93663024902344,235.7438674276595,228.44880585950324,234.61771347352882,47227600
2025-03-06,234.5280303955078,237.04940729600818,232.3654272740836,233.64106399817908,45170400
2025-03-07,238.2552947998047,240.54744460053885,233.95996981993864,234.30878315837532,46273600
2025-03-10,226.70477294921875,235.35520052510583,223.45588808739058,234.73730306532093,72071200
2025-03-11,220.08741760253906,225.07037859810526,216.70897065581676,223.0472976504486,76137400
2025-03-12,216.2405548095703,220.99430349899413,214.17761702040198,219.3897895710681,62547500
2025-03-13,208.96543884277344,216.1010424274323,207.7097381833997,215.2140760046737,61368300
2025-03-14,212.76246643066406,213.22089031000854,208.86578742228792,210.53009451028822,60107600
2025-03-17,213.27072143554688,214.48656508270392,209.25445626243933,212.58307041465437,48073400
2025-03-18,211.96517944335938,214.41678753127792,210.76927194631702,213.43017106944268,42432400
2025-03-19,214.50648498535156,218.0144781615262,213.0215573102422,213.48995680484757,54385400
2025-03-20,213.37039184570312,216.74883872802718,211.49679368091097,213.2607660976187,48862900
2025-03-21,217.5261688232422,218.09421843072647,210.55998434888178,210.83902892918795,94127800
2025-03-24,219.977783203125,220.7252273230714,217.83511614199446,220.24686734420678,44299500
2025-03-25,222.9875030517578,223.33631640181736,219.33001153042758,220.01766257627696,34493600
2025-03-26,220.77503967285156,224.25315146564492,219.71865451354498,222.74828771017502,34466100
2025-03-27,223.08714294433594,224.22325730600966,219.8083464889556,220.63551973925667,37094800
2025-03-28,217.1574249267578,223.04728822423488,216.93817343567548,220.91458161653458,39818600
2025-03-31,221.37301635742188,224.8511131847691,215.49311362240712,216.27045427307317,65299300
2025-04-01,222.4293975830078,222.91771798921508,218.15400887457568,219.06091135294477,36412700
2025-04-02,223.12701416015625,224.4225869866718,220.2667995775576,220.56578026164416,35905900
2025-04-03,202.49755859375,206.78290782089874,200.56416741637668,204.83954098981803,103419000
2025-04-04,187.738037109375,199.19884701911502,186.70157274086588,193.2292544699453,125910900
2025-04-07,180.84161376953125,193.48835506739644,174.02491207450518,176.59612158290105,160466300
2025-04-08,171.83241271972656,189.6913418115003,168.63336050772435,186.06374707733985,120859500
2025-04-09,198.17234802246094,199.926344669284,171.30421792842867,171.3640110222038,184395900
2025-04-10,189.77108764648438,194.11623030966024,182.3763752402466,188.42569728108137,121880000
2025-04-11,197.47471618652344,198.85997858079665,185.42592149027786,185.46579368960585,87435900
2025-04-14,201.82984924316406,212.2143377637297,200.47448329230923,210.7194495182335,101352900
2025-04-15,201.45114135742188,202.81646776904176,199.11911932089467,201.1720967653651,51343900
2025-04-16,193.6079559326172,200.01603598224625,191.71442177543545,197.68401406478426,59732400
2025-04-17,196.3087158203125,198.15241736523095,193.75744237056688,196.5279673080365,52164700
2025-04-21,192.50172424316406,193.13954254760668,189.16313478921086,192.61134997705832,46742500
2025-04-22,199.059326171875,200.9030125684292,195.3021694205859,195.45165216386687,52976400
2025-04-23,203.90277099609375,207.29117840656184,202.10890198775584,205.29799399880645,52929200
2025-04-24,207.65989685058594,208.11833592046503,202.248408894664,204.1917605029567,47311000
2025-04-25,208.56680297851562,209.0352025034097,205.49729734578435,205.66671618569228,38222300
2025-04-28,209.4238739013672,210.77923983434187,206.7530142372406,209.2843516085664,38743100
2025-04-29,210.49021911621094,211.51670773820763,207.65988606249564,207.97880282615472,36827600
2025-04-30,211.7758331298828,212.8521544830753,205.96569903614,208.58674127234366,52286500
2025-05-01,212.59304809570312,213.82881264887993,208.18809734114114,208.3674918385056,57365700
2025-05-02,204.65020751953125,206.28461806468735,201.4710760745947,205.38767599056177,101010600
2025-05-05,198.21221923828125,203.4044712176219,197.5345438511527,202.40787903175757,69018500
2025-05-06,197.83349609375,199.96620262041338,196.34858356859348,197.5345306234426,51216500
